id,name,lat,lng,description,cuisine,style,created_at,updated_at,area,phone,,,price,reserve_url,mobile_reserve_url,image_url,city,state,address,postal_code,country,url,menu_url
557,Amarit Thai Restaurant,41.874054,-87.629526,,,,2018-12-02 20:35:41.207307,2018-12-02 20:35:41.207307,Chicago / Illinois,3129391179,,,2,http://www.opentable.com/single.aspx?rid=55180,http://mobile.opentable.com/opentable/?restId=55180,https://www.opentable.com/img/restimages/55180.jpg,Chicago,IL,600 South Dearborn Street,60605,US,,
558,Bombay Bliss,41.938061,-87.644646,,,,2018-12-02 20:35:41.210136,2018-12-02 20:35:41.210136,Chicago / Illinois,7736169477x,,,2,http://www.opentable.com/single.aspx?rid=135904,http://mobile.opentable.com/opentable/?restId=135904,https://www.opentable.com/img/restimages/135904.jpg,Chicago,IL,3108 N Broadway,60657,US,,
559,The Boundary Tavern & Grille,41.903347,-87.676236,,,,2018-12-02 20:35:41.212738,2018-12-02 20:35:41.212738,Chicago / Illinois,7732781919x,,,2,http://www.opentable.com/single.aspx?rid=61291,http://mobile.opentable.com/opentable/?restId=61291,https://www.opentable.com/img/restimages/61291.jpg,Chicago,IL,1932 W. Division St.,60622,US,,
560,O'Briens Restaurant and Bar,41.910021,-87.634808,,,,2018-12-02 20:35:41.215314,2018-12-02 20:35:41.215314,Chicago / Illinois,3127873131,,,2,http://www.opentable.com/single.aspx?rid=57529,http://mobile.opentable.com/opentable/?restId=57529,https://www.opentable.com/img/restimages/57529.jpg,Chicago,IL,1528 N Wells,60610,US,,
561,Francesca's Forno,41.91027,-87.67734,,,,2018-12-02 20:35:41.218232,2018-12-02 20:35:41.218232,Chicago / Illinois,7737700184x,,,2,http://www.opentable.com/single.aspx?rid=26728,http://mobile.opentable.com/opentable/?restId=26728,https://www.opentable.com/img/restimages/26728.jpg,Chicago,IL,1576 N. Milwaukee Ave.,60622,US,,
562,Nick's Fishmarket Grill,41.888557,-87.635311,,,,2018-12-02 20:35:41.224715,2018-12-02 20:35:41.224715,Chicago / Illinois,3126210200x,,,2,http://www.opentable.com/single.aspx?rid=52198,http://mobile.opentable.com/opentable/?restId=52198,https://www.opentable.com/img/restimages/52198.jpg,Chicago,IL,222 W Merchandise Mart Plaza,60654,US,,
563,Papajin,41.910264,-87.67731,,,,2018-12-02 20:35:41.227368,2018-12-02 20:35:41.227368,Chicago / Illinois,7733849600,,,2,http://www.opentable.com/single.aspx?rid=57106,http://mobile.opentable.com/opentable/?restId=57106,https://www.opentable.com/img/restimages/57106.jpg,Chicago,IL,1551 N. Milwaukee,60622,US,,
564,Four Farthings,41.91989,-87.641357,,,,2018-12-02 20:35:41.229869,2018-12-02 20:35:41.229869,Chicago / Illinois,7739352060x,,,2,http://www.opentable.com/single.aspx?rid=54523,http://mobile.opentable.com/opentable/?restId=54523,https://www.opentable.com/img/restimages/54523.jpg,Chicago,IL,2060 N Cleveland Ave,60614,US,,
565,Mart Anthony's,41.890117,-87.657495,,,,2018-12-02 20:35:41.232274,2018-12-02 20:35:41.232274,Chicago / Illinois,3124213477,,,2,http://www.opentable.com/single.aspx?rid=52837,http://mobile.opentable.com/opentable/?restId=52837,https://www.opentable.com/img/restimages/52837.jpg,Chicago,IL,1200 W. Hubbard,60642,US,,
566,South Branch,41.88033,-87.63751,,,,2018-12-02 20:35:41.234469,2018-12-02 20:35:41.234469,Chicago / Illinois,3125466177x,,,2,http://www.opentable.com/single.aspx?rid=60100,http://mobile.opentable.com/opentable/?restId=60100,https://www.opentable.com/img/restimages/60100.jpg,Chicago,IL,100 South Wacker Drive,60606,US,,
567,Hot Woks Cool Sushi - Willis Tower,41.879466,-87.635798,,,,2018-12-02 20:35:41.236923,2018-12-02 20:35:41.236923,Chicago / Illinois,3122200011,,,2,http://www.opentable.com/single.aspx?rid=60850,http://mobile.opentable.com/opentable/?restId=60850,https://www.opentable.com/img/restimages/60850.jpg,Chicago,IL,312 W. Adams St.,60606,US,,
568,Hutch,41.941951,-87.65218,,,,2018-12-02 20:35:41.240592,2018-12-02 20:35:41.240592,Chicago / Illinois,7732481155x,,,2,http://www.opentable.com/single.aspx?rid=110374,http://mobile.opentable.com/opentable/?restId=110374,https://www.opentable.com/img/restimages/110374.jpg,Chicago,IL,3301 N Clark St,60657,US,,
569,Balena,41.912041,-87.64795,,,,2018-12-02 20:35:41.244181,2018-12-02 20:35:41.244181,Chicago / Illinois,3128673888,,,2,http://www.opentable.com/single.aspx?rid=82564,http://mobile.opentable.com/opentable/?restId=82564,https://www.opentable.com/img/restimages/82564.jpg,Chicago,IL,1633 N Halsted St,60610,US,,
570,Pazzo's Cucina Italiana - 23 E Jackson Blvd,41.877971,-87.626548,,,,2018-12-02 20:35:41.24756,2018-12-02 20:35:41.24756,Chicago / Illinois,3123869400,,,2,http://www.opentable.com/single.aspx?rid=68383,http://mobile.opentable.com/opentable/?restId=68383,https://www.opentable.com/img/restimages/68383.jpg,Chicago,IL,23 East Jackson,60604,US,,
571,Indie Cafe,41.990326,-87.672907,,,,2018-12-02 20:35:41.250145,2018-12-02 20:35:41.250145,Chicago / Illinois,7735615111,,,2,http://www.opentable.com/single.aspx?rid=68710,http://mobile.opentable.com/opentable/?restId=68710,https://www.opentable.com/img/restimages/68710.jpg,Chicago,IL,5951 North Broadway,60660,US,,
572,La Fonda Latino Grill,41.979635,-87.660357,,,,2018-12-02 20:35:41.252748,2018-12-02 20:35:41.252748,Chicago / Illinois,7732713935,,,2,http://www.opentable.com/single.aspx?rid=61051,http://mobile.opentable.com/opentable/?restId=61051,https://www.opentable.com/img/restimages/61051.jpg,Chicago,IL,5350 N. Broadway St.,60640,US,,
573,Bridge House Tavern,41.888113,-87.630755,,,,2018-12-02 20:35:41.255375,2018-12-02 20:35:41.255375,Chicago / Illinois,3126440283x,,,2,http://www.opentable.com/single.aspx?rid=62833,http://mobile.opentable.com/opentable/?restId=62833,https://www.opentable.com/img/restimages/62833.jpg,Chicago,IL,321 N. Clark Street,60654,US,,
574,SUMMER,41.994535,-87.659462,,,,2018-12-02 20:35:41.257849,2018-12-02 20:35:41.257849,Chicago / Illinois,7737618500,,,2,http://www.opentable.com/single.aspx?rid=66364,http://mobile.opentable.com/opentable/?restId=66364,https://www.opentable.com/img/restimages/66364.jpg,Chicago,IL,1123 W. Granville,60660,US,,
575,The Grill on the Alley - Chicago,41.899519,-87.624015,,,,2018-12-02 20:35:41.260674,2018-12-02 20:35:41.260674,Chicago / Illinois,3122559009,,,2,http://www.opentable.com/single.aspx?rid=675,http://mobile.opentable.com/opentable/?restId=675,https://www.opentable.com/img/restimages/675.jpg,Chicago,IL,909 N. Michigan  Ave.,60611,US,,
576,Wildfire - Chicago,41.893998,-87.633137,,,,2018-12-02 20:35:41.263243,2018-12-02 20:35:41.263243,Chicago / Illinois,3127879000x,,,2,http://www.opentable.com/single.aspx?rid=33,http://mobile.opentable.com/opentable/?restId=33,https://www.opentable.com/img/restimages/33.jpg,Chicago,IL,159 West Erie St.,60654,US,,
577,Hoyt's Tavern,41.886505,-87.630494,,,,2018-12-02 20:35:50.393601,2018-12-02 20:35:50.393601,Chicago / Illinois,3123469870x,,,2,http://www.opentable.com/single.aspx?rid=59614,http://mobile.opentable.com/opentable/?restId=59614,https://www.opentable.com/img/restimages/59614.jpg,Chicago,IL,71 East Wacker Drive,60601,US,,
578,Moonshine,41.903521,-87.67368,,,,2018-12-02 20:35:50.397927,2018-12-02 20:35:50.397927,Chicago / Illinois,7738628686x,,,2,http://www.opentable.com/single.aspx?rid=64957,http://mobile.opentable.com/opentable/?restId=64957,https://www.opentable.com/img/restimages/64957.jpg,Chicago,IL,1824 W. Division St,60622,US,,
579,La Taberna Tapas on Halsted,41.865282,-87.646747,,,,2018-12-02 20:35:50.400535,2018-12-02 20:35:50.400535,Chicago / Illinois,3122439980,,,2,http://www.opentable.com/single.aspx?rid=58432,http://mobile.opentable.com/opentable/?restId=58432,https://www.opentable.com/img/restimages/58432.jpg,Chicago,IL,1301 S. Halsted,60607,US,,
580,Turkish Cuisine,41.98365,-87.668716,,,,2018-12-02 20:35:50.403342,2018-12-02 20:35:50.403342,Chicago / Illinois,7738788930,,,2,http://www.opentable.com/single.aspx?rid=56971,http://mobile.opentable.com/opentable/?restId=56971,https://www.opentable.com/img/restimages/56971.jpg,Chicago,IL,5605 N. Clark St,60660,US,,
581,Enolo Wine Bar,41.890636,-87.631343,,,,2018-12-02 20:35:50.406607,2018-12-02 20:35:50.406607,Chicago / Illinois,312-477-7674x,,,2,http://www.opentable.com/single.aspx?rid=145396,http://mobile.opentable.com/opentable/?restId=145396,https://www.opentable.com/img/restimages/145396.jpg,Chicago,IL,450 N. Clark St,60654,US,,
582,Wood,41.942874,-87.649001,,,,2018-12-02 20:35:50.409486,2018-12-02 20:35:50.409486,Chicago / Illinois,7739359663,,,2,http://www.opentable.com/single.aspx?rid=105526,http://mobile.opentable.com/opentable/?restId=105526,https://www.opentable.com/img/restimages/105526.jpg,Chicago,IL,3335 N Halsted St,60657,US,,
583,Hot Woks Cool Sushi - Pulaski,41.952839,-87.727851,,,,2018-12-02 20:35:50.411827,2018-12-02 20:35:50.411827,Chicago / Illinois,7732821818,,,2,http://www.opentable.com/single.aspx?rid=53818,http://mobile.opentable.com/opentable/?restId=53818,https://www.opentable.com/img/restimages/53818.jpg,Chicago,IL,3930 N. Pulaski,60641,US,,
584,"Mirabell Restaurant, Chicago",41.946638,-87.714838,,,,2018-12-02 20:35:50.414971,2018-12-02 20:35:50.414971,Chicago / Illinois,7734631962x,,,2,http://www.opentable.com/single.aspx?rid=65038,http://mobile.opentable.com/opentable/?restId=65038,https://www.opentable.com/img/restimages/65038.jpg,Chicago,IL,3454 W. Addison,60618,US,,
585,Broadway Cellars,41.989075,-87.660276,,,,2018-12-02 20:35:50.417668,2018-12-02 20:35:50.417668,Chicago / Illinois,7739441208,,,2,http://www.opentable.com/single.aspx?rid=55669,http://mobile.opentable.com/opentable/?restId=55669,https://www.opentable.com/img/restimages/55669.jpg,Chicago,IL,5900 N. Broadway,60660,US,,
586,DS Tequila Company,41.943389,-87.649511,,,,2018-12-02 20:35:50.420205,2018-12-02 20:35:50.420205,Chicago / Illinois,7736979127x,,,2,http://www.opentable.com/single.aspx?rid=77821,http://mobile.opentable.com/opentable/?restId=77821,https://www.opentable.com/img/restimages/77821.jpg,Chicago,IL,3352 N Halsted,60657,US,,
587,Salero,41.884229,-87.643696,,,,2018-12-02 20:35:50.422464,2018-12-02 20:35:50.422464,Chicago / Illinois,3124661000x,,,2,http://www.opentable.com/single.aspx?rid=150457,http://mobile.opentable.com/opentable/?restId=150457,https://www.opentable.com/img/restimages/150457.jpg,Chicago,IL,621 West Randolph Street,60661,US,,
588,Bellwether,41.891045,-87.620109,,,,2018-12-02 20:35:50.424988,2018-12-02 20:35:50.424988,Chicago / Illinois,3122221800x,,,2,http://www.opentable.com/single.aspx?rid=115462,http://mobile.opentable.com/opentable/?restId=115462,https://www.opentable.com/img/restimages/115462.jpg,Chicago,IL,302 East Illinois St,60611,US,,
589,Pegasus Restaurant and Taverna,41.879469,-87.647419,,,,2018-12-02 20:35:50.427588,2018-12-02 20:35:50.427588,Chicago / Illinois,3122263377x,,,2,http://www.opentable.com/single.aspx?rid=63637,http://mobile.opentable.com/opentable/?restId=63637,https://www.opentable.com/img/restimages/63637.jpg,Chicago,IL,130 S. Halsted St.,60661,US,,
590,Schubas Harmony Grill,41.939657,-87.663651,,,,2018-12-02 20:35:50.429967,2018-12-02 20:35:50.429967,Chicago / Illinois,7735252508x,,,2,http://www.opentable.com/single.aspx?rid=61342,http://mobile.opentable.com/opentable/?restId=61342,https://www.opentable.com/img/restimages/61342.jpg,Chicago,IL,3159 N Southport Ave,60657,US,,
591,Sabor A Cafe,41.99036,-87.691104,,,,2018-12-02 20:35:50.432311,2018-12-02 20:35:50.432311,Chicago / Illinois,7738786327,,,2,http://www.opentable.com/single.aspx?rid=65647,http://mobile.opentable.com/opentable/?restId=65647,https://www.opentable.com/img/restimages/65647.jpg,Chicago,IL,2435 W. Peterson Ave,60659,US,,
592,The Portage,41.95248,-87.767321,,,,2018-12-02 20:35:50.434586,2018-12-02 20:35:50.434586,Chicago / Illinois,7738530779x,,,2,http://www.opentable.com/single.aspx?rid=66040,http://mobile.opentable.com/opentable/?restId=66040,https://www.opentable.com/img/restimages/66040.jpg,Chicago,IL,3938 N Central,60634,US,,
593,Moe's Cantina River North,41.88883,-87.633208,,,,2018-12-02 20:35:50.437057,2018-12-02 20:35:50.437057,Chicago / Illinois,3122452000,,,2,http://www.opentable.com/single.aspx?rid=54742,http://mobile.opentable.com/opentable/?restId=54742,https://www.opentable.com/img/restimages/54742.jpg,Chicago,IL,155 W Kinzie,60654,US,,
594,Mia Francesca,41.942297,-87.652198,,,,2018-12-02 20:35:50.440049,2018-12-02 20:35:50.440049,Chicago / Illinois,7732813310x,,,2,http://www.opentable.com/single.aspx?rid=26788,http://mobile.opentable.com/opentable/?restId=26788,https://www.opentable.com/img/restimages/26788.jpg,Chicago,IL,3311 N. Clark Street,60657,US,,
595,Mayan Sol Latin Grill,41.968385,-87.724508,,,,2018-12-02 20:35:50.442655,2018-12-02 20:35:50.442655,Chicago / Illinois,7735394398,,,2,http://www.opentable.com/single.aspx?rid=101464,http://mobile.opentable.com/opentable/?restId=101464,https://www.opentable.com/img/restimages/101464.jpg,Chicago,IL,3830 W Lawrence Ave,60625,US,,
596,Aquitaine - Chicago,41.92249,-87.644481,,,,2018-12-02 20:35:50.44517,2018-12-02 20:35:50.44517,Chicago / Illinois,7736988456,,,2,http://www.opentable.com/single.aspx?rid=59986,http://mobile.opentable.com/opentable/?restId=59986,https://www.opentable.com/img/restimages/59986.jpg,Chicago,IL,2221 North Lincoln Ave,60614,US,,
597,Hubbard Inn,41.890262,-87.631646,,,,2018-12-02 20:35:50.452268,2018-12-02 20:35:50.452268,Chicago / Illinois,3122221331x,,,2,http://www.opentable.com/single.aspx?rid=58771,http://mobile.opentable.com/opentable/?restId=58771,https://www.opentable.com/img/restimages/58771.jpg,Chicago,IL,110 West Hubbard,60654,US,,
598,Public House,41.889495,-87.628107,,,,2018-12-02 20:35:50.455787,2018-12-02 20:35:50.455787,Chicago / Illinois,3122651240x,,,2,http://www.opentable.com/single.aspx?rid=54520,http://mobile.opentable.com/opentable/?restId=54520,https://www.opentable.com/img/restimages/54520.jpg,Chicago,IL,400 N. State Street,60654,US,,
599,Act One,42.007935,-87.665056,,,,2018-12-02 20:35:50.458352,2018-12-02 20:35:50.458352,Chicago / Illinois,7733814550x,,,2,http://www.opentable.com/single.aspx?rid=54736,http://mobile.opentable.com/opentable/?restId=54736,https://www.opentable.com/img/restimages/54736.jpg,Chicago,IL,1330 W. Morse Ave.,60626,US,,
600,The Dawson,41.891299,-87.647129,,,,2018-12-02 20:35:50.461064,2018-12-02 20:35:50.461064,Chicago / Illinois,3122438955x,,,2,http://www.opentable.com/single.aspx?rid=112060,http://mobile.opentable.com/opentable/?restId=112060,https://www.opentable.com/img/restimages/112060.jpg,Chicago,IL,730 West Grand Ave,60654,US,,
601,Karyn's On Green,41.879607,-87.648484,,,,2018-12-02 20:35:50.463554,2018-12-02 20:35:50.463554,Chicago / Illinois,3122266155x,,,2,http://www.opentable.com/single.aspx?rid=40387,http://mobile.opentable.com/opentable/?restId=40387,https://www.opentable.com/img/restimages/40387.jpg,Chicago,IL,130 South Green Street,60607,US,,
602,Blackfinn Ameripub - River North,41.88921,-87.630513,,,,2018-12-02 20:35:58.799061,2018-12-02 20:35:58.799061,Chicago / Illinois,3128360290x,,,2,http://www.opentable.com/single.aspx?rid=112075,http://mobile.opentable.com/opentable/?restId=112075,https://www.opentable.com/img/restimages/112075.jpg,Chicago,IL,65 West Kinzie Street,60654,US,,
603,Hot Chocolate,41.913699,-87.677435,,,,2018-12-02 20:35:58.802327,2018-12-02 20:35:58.802327,Chicago / Illinois,7734891747x,,,2,http://www.opentable.com/single.aspx?rid=78109,http://mobile.opentable.com/opentable/?restId=78109,https://www.opentable.com/img/restimages/78109.jpg,Chicago,IL,1747 N Damen,60647,US,,
604,Riccardo Trattoria,41.920779,-87.637179,,,,2018-12-02 20:35:58.804592,2018-12-02 20:35:58.804592,Chicago / Illinois,7735490038x,,,2,http://www.opentable.com/single.aspx?rid=36700,http://mobile.opentable.com/opentable/?restId=36700,https://www.opentable.com/img/restimages/36700.jpg,Chicago,IL,2119 N. Clark Street,60614,US,,
605,Demera Ethiopian Restaurant,41.969189,-87.659319,,,,2018-12-02 20:35:58.807448,2018-12-02 20:35:58.807448,Chicago / Illinois,773-334-8787,,,2,http://www.opentable.com/single.aspx?rid=37945,http://mobile.opentable.com/opentable/?restId=37945,https://www.opentable.com/img/restimages/37945.jpg,Chicago,IL,4801 N. Broadway,60640,US,,
606,Weber Grill - Chicago,41.891807,-87.628059,,,,2018-12-02 20:35:58.810799,2018-12-02 20:35:58.810799,Chicago / Illinois,312-467-9696,,,2,http://www.opentable.com/single.aspx?rid=2008,http://mobile.opentable.com/opentable/?restId=2008,https://www.opentable.com/img/restimages/2008.jpg,Chicago,IL,539 N. State Street,60654,US,,
607,Adobo Grill - Old Town,41.911344,-87.634983,,,,2018-12-02 20:35:58.814563,2018-12-02 20:35:58.814563,Chicago / Illinois,3122667999x,,,2,http://www.opentable.com/single.aspx?rid=293,http://mobile.opentable.com/opentable/?restId=293,https://www.opentable.com/img/restimages/293.jpg,Chicago,IL,1610 N. Wells,60610,US,,
608,Tutto Italiano Ristorante,41.87577,-87.633495,,,,2018-12-02 20:35:58.819088,2018-12-02 20:35:58.819088,Chicago / Illinois,3129394824x,,,2,http://www.opentable.com/single.aspx?rid=80272,http://mobile.opentable.com/opentable/?restId=80272,https://www.opentable.com/img/restimages/80272.jpg,Chicago,IL,501 S Wells Street,60607,US,,
609,Seadog Sushi Bar,41.903684,-87.665183,,,,2018-12-02 20:35:58.821836,2018-12-02 20:35:58.821836,Chicago / Illinois,7732358100x,,,2,http://www.opentable.com/single.aspx?rid=102475,http://mobile.opentable.com/opentable/?restId=102475,https://www.opentable.com/img/restimages/102475.jpg,Chicago,IL,1500 West Division St,60642,US,,
610,Sushi Taiyo Restaurant,41.893323,-87.626275,,,,2018-12-02 20:35:58.82449,2018-12-02 20:35:58.82449,Chicago / Illinois,3124401717,,,2,http://www.opentable.com/single.aspx?rid=37648,http://mobile.opentable.com/opentable/?restId=37648,https://www.opentable.com/img/restimages/37648.jpg,Chicago,IL,58 E Ontario St,60611,US,,
611,Chez Joel,41.869214,-87.655077,,,,2018-12-02 20:35:58.827051,2018-12-02 20:35:58.827051,Chicago / Illinois,3122266479,,,2,http://www.opentable.com/single.aspx?rid=42052,http://mobile.opentable.com/opentable/?restId=42052,https://www.opentable.com/img/restimages/42052.jpg,Chicago,IL,1119 West Taylor,60607,US,,
612,Friends Sushi,41.895229,-87.62558,,,,2018-12-02 20:35:58.833797,2018-12-02 20:35:58.833797,Chicago / Illinois,3127878998,,,2,http://www.opentable.com/single.aspx?rid=55171,http://mobile.opentable.com/opentable/?restId=55171,https://www.opentable.com/img/restimages/55171.jpg,Chicago,IL,710 N. Rush,60611,US,,
613,Fred's at Barneys New York,41.900334,-87.627735,,,,2018-12-02 20:35:58.836273,2018-12-02 20:35:58.836273,Chicago / Illinois,3125961111x,,,2,http://www.opentable.com/single.aspx?rid=35494,http://mobile.opentable.com/opentable/?restId=35494,https://www.opentable.com/img/restimages/35494.jpg,Chicago,IL,15 East Oak Street,60611,US,,
614,Rollapalooza,41.943205,-87.649513,,,,2018-12-02 20:35:58.838785,2018-12-02 20:35:58.838785,Chicago / Illinois,7732816400,,,2,http://www.opentable.com/single.aspx?rid=53635,http://mobile.opentable.com/opentable/?restId=53635,https://www.opentable.com/img/restimages/53635.jpg,Chicago,IL,3344 N. Halsted,60657,US,,
615,D4 Irish Pub and Cafe,41.89255,-87.618091,,,,2018-12-02 20:35:58.841615,2018-12-02 20:35:58.841615,Chicago / Illinois,3126248385,,,2,http://www.opentable.com/single.aspx?rid=74452,http://mobile.opentable.com/opentable/?restId=74452,https://www.opentable.com/img/restimages/74452.jpg,Chicago,IL,345 E. Ohio Street (Entrance on Grand Ave.),60611,US,,
616,Red Door,41.920153,-87.677792,,,,2018-12-02 20:35:58.844398,2018-12-02 20:35:58.844398,Chicago / Illinois,7736977221,,,2,http://www.opentable.com/single.aspx?rid=102061,http://mobile.opentable.com/opentable/?restId=102061,https://www.opentable.com/img/restimages/102061.jpg,Chicago,IL,2118 N. Damen Ave,60642,US,,
617,Old Jerusalem,41.907978,-87.634505,,,,2018-12-02 20:35:58.847422,2018-12-02 20:35:58.847422,Chicago / Illinois,3129440459,,,2,http://www.opentable.com/single.aspx?rid=101524,http://mobile.opentable.com/opentable/?restId=101524,https://www.opentable.com/img/restimages/101524.jpg,Chicago,IL,1411 N Wells St,60610,US,,
618,Emilio's Tapas - Sol Y Nieve,41.892368,-87.621188,,,,2018-12-02 20:35:58.849825,2018-12-02 20:35:58.849825,Chicago / Illinois,3124677177x,,,2,http://www.opentable.com/single.aspx?rid=54505,http://mobile.opentable.com/opentable/?restId=54505,https://www.opentable.com/img/restimages/54505.jpg,Chicago,IL,215 East Ohio Street,60611,US,,
619,Piccolo Sogno,41.890905,-87.647647,,,,2018-12-02 20:35:58.851983,2018-12-02 20:35:58.851983,Chicago / Illinois,3124210077,,,2,http://www.opentable.com/single.aspx?rid=22327,http://mobile.opentable.com/opentable/?restId=22327,https://www.opentable.com/img/restimages/22327.jpg,Chicago,IL,464 N Halsted,60642,US,,
620,Nia Mediterranean,41.88426,-87.647508,,,,2018-12-02 20:35:58.854232,2018-12-02 20:35:58.854232,Chicago / Illinois,3122263110x,,,2,http://www.opentable.com/single.aspx?rid=32302,http://mobile.opentable.com/opentable/?restId=32302,https://www.opentable.com/img/restimages/32302.jpg,Chicago,IL,803 W. Randolph St.,60607,US,,
621,Magnolia Cafe,41.96545,-87.660555,,,,2018-12-02 20:35:58.857534,2018-12-02 20:35:58.857534,Chicago / Illinois,7737288785,,,2,http://www.opentable.com/single.aspx?rid=51364,http://mobile.opentable.com/opentable/?restId=51364,https://www.opentable.com/img/restimages/51364.jpg,Chicago,IL,1224 W Wilson,60640,US,,
622,Wells on Wells,41.911685,-87.634136,,,,2018-12-02 20:35:58.860636,2018-12-02 20:35:58.860636,Chicago / Illinois,3129441617,,,2,http://www.opentable.com/single.aspx?rid=102031,http://mobile.opentable.com/opentable/?restId=102031,https://www.opentable.com/img/restimages/102031.jpg,Chicago,IL,1617 N Wells St,60614,US,,
623,Acanto,41.881304,-87.62455,,,,2018-12-02 20:35:58.863951,2018-12-02 20:35:58.863951,Chicago / Illinois,3125780763x,,,2,http://www.opentable.com/single.aspx?rid=48361,http://mobile.opentable.com/opentable/?restId=48361,https://www.opentable.com/img/restimages/48361.jpg,Chicago,IL,18 South Michigan,60603,US,,
624,Revolucion Steakhouse,41.94469,-87.645363,,,,2018-12-02 20:35:58.866806,2018-12-02 20:35:58.866806,Chicago / Illinois,7736619893x,,,2,http://www.opentable.com/single.aspx?rid=96481,http://mobile.opentable.com/opentable/?restId=96481,https://www.opentable.com/img/restimages/96481.jpg,Chicago,IL,3443 N Broadway,60657,US,,
625,Il Vicinato Ristorante,41.847415,-87.685219,,,,2018-12-02 20:35:58.869622,2018-12-02 20:35:58.869622,Chicago / Illinois,7739275444,,,2,http://www.opentable.com/single.aspx?rid=63205,http://mobile.opentable.com/opentable/?restId=63205,https://www.opentable.com/img/restimages/63205.jpg,Chicago,IL,2435 S Western Ave,60608,US,,
626,Via Carducci - Wicker Park,41.903324,-87.676016,,,,2018-12-02 20:35:58.871723,2018-12-02 20:35:58.871723,Chicago / Illinois,7732522244,,,2,http://www.opentable.com/single.aspx?rid=112825,http://mobile.opentable.com/opentable/?restId=112825,https://www.opentable.com/img/restimages/112825.jpg,Chicago,IL,1928 W Division,60622,US,,
627,Piazza Bella,41.943036,-87.681572,,,,2018-12-02 20:36:12.886941,2018-12-02 20:36:12.886941,Chicago / Illinois,7734777330x,,,2,http://www.opentable.com/single.aspx?rid=54517,http://mobile.opentable.com/opentable/?restId=54517,https://www.opentable.com/img/restimages/54517.jpg,Chicago,IL,2114-2115 W Roscoe St,60618,US,,
628,Saigon Sisters,41.885663,-87.642619,,,,2018-12-02 20:36:12.891571,2018-12-02 20:36:12.891571,Chicago / Illinois,3124960090x,,,2,http://www.opentable.com/single.aspx?rid=62917,http://mobile.opentable.com/opentable/?restId=62917,https://www.opentable.com/img/restimages/62917.jpg,Chicago,IL,567 West Lake St.,60661,US,,
629,Tutto Fresco Trattoria,41.952158,-87.64954,,,,2018-12-02 20:36:12.894536,2018-12-02 20:36:12.894536,Chicago / Illinois,7732811844,,,2,http://www.opentable.com/single.aspx?rid=62692,http://mobile.opentable.com/opentable/?restId=62692,https://www.opentable.com/img/restimages/62692.jpg,Chicago,IL,3829 N. Broadway St.,60632,US,,
630,Maudes liquor bar,41.884664,-87.649087,,,,2018-12-02 20:36:12.897689,2018-12-02 20:36:12.897689,Chicago / Illinois,3122439712,,,2,http://www.opentable.com/single.aspx?rid=55096,http://mobile.opentable.com/opentable/?restId=55096,https://www.opentable.com/img/restimages/55096.jpg,Chicago,IL,840 W Randolph,60607,US,,
631,Harvest,41.891887,-87.624357,,,,2018-12-02 20:36:12.900997,2018-12-02 20:36:12.900997,Chicago / Illinois,3128366334x,,,2,http://www.opentable.com/single.aspx?rid=46963,http://mobile.opentable.com/opentable/?restId=46963,https://www.opentable.com/img/restimages/46963.jpg,Chicago,IL,540 North Michigan Ave.,60611,US,,
632,Dempsey's - Marriott Chicago Midway,41.774628,-87.742268,,,,2018-12-02 20:36:12.903656,2018-12-02 20:36:12.903656,Chicago / Illinois,7085945500,,,2,http://www.opentable.com/single.aspx?rid=108625,http://mobile.opentable.com/opentable/?restId=108625,https://www.opentable.com/img/restimages/108625.jpg,Chicago,IL,6520 S. Cicero Ave,60638,US,,
633,S@kura fusion japanese & Sushi Restaurant,41.924588,-87.690232,,,,2018-12-02 20:36:12.906072,2018-12-02 20:36:12.906072,Chicago / Illinois,7737724412,,,2,http://www.opentable.com/single.aspx?rid=51010,http://mobile.opentable.com/opentable/?restId=51010,https://www.opentable.com/img/restimages/51010.jpg,Chicago,IL,2507 W Fullerton,60647,US,,
634,Harry Caray's Tavern - Navy Pier,41.891432,-87.608097,,,,2018-12-02 20:36:12.908055,2018-12-02 20:36:12.908055,Chicago / Illinois,3125279700,,,2,http://www.opentable.com/single.aspx?rid=37489,http://mobile.opentable.com/opentable/?restId=37489,https://www.opentable.com/img/restimages/37489.jpg,Chicago,IL,700 E. Grand Ave.,60611,US,,
635,Macello,41.885228,-87.658216,,,,2018-12-02 20:36:12.910177,2018-12-02 20:36:12.910177,Chicago / Illinois,3128509870x,,,2,http://www.opentable.com/single.aspx?rid=38575,http://mobile.opentable.com/opentable/?restId=38575,https://www.opentable.com/img/restimages/38575.jpg,Chicago,IL,1235 W. Lake Street,60607,US,,
636,Dick's Last Resort - Chicago,41.888014,-87.629442,,,,2018-12-02 20:36:12.912344,2018-12-02 20:36:12.912344,Chicago / Illinois,3128367870x,,,2,http://www.opentable.com/single.aspx?rid=42010,http://mobile.opentable.com/opentable/?restId=42010,https://www.opentable.com/img/restimages/42010.jpg,Chicago,IL,315 N Dearborn Street,60654,US,,
637,Gallery Bar Chicago,41.896026,-87.6316,,,,2018-12-02 20:36:12.914505,2018-12-02 20:36:12.914505,Chicago / Illinois,3129292658x,,,2,http://www.opentable.com/single.aspx?rid=110695,http://mobile.opentable.com/opentable/?restId=110695,https://www.opentable.com/img/restimages/110695.jpg,Chicago,IL,738 N. Clark St.,60654,US,,
